location,year,category,rank,query
Ireland,2015,When Is...,2,When is Pancake Tuesday 2015?
Ireland,2015,When Is...,3,When is Halloween 2015?
Ireland,2015,When Is...,4,When is the Late Late Toy Show 2015?
Ireland,2015,When Is...,5,When is Thanksgiving 2015?
Ireland,2015,Who Is...,1,Who is Lucy the Australopithecus?
Ireland,2015,Who Is...,2,Who is Lady C?
Ireland,2015,Who Is...,3,Who is 'A' in Pretty Little Liars?
Ireland,2015,Who Is...,4,Who is Nick Grimshaw?
Ireland,2015,Who Is...,5,Who is ISIS?
Israel,2015,איך,1,איך קוראים לבת של נינט
Israel,2015,איך,2,איך פותרים קוביה הונגרית
Israel,2015,איך,3,איך מוציאים רישיון לנשק
Israel,2015,איך,4,איך מוחקים פייסבוק
Israel,2015,איך,5,איך נקרא מבצע עלייתם השנייה של יהודי אתיופיה
Israel,2015,אירועי החדשות,1,אלנבי 40
Israel,2015,אירועי החדשות,2,בחירות 2015
Israel,2015,אירועי החדשות,3,בר רפאלי חתונה
Israel,2015,אירועי החדשות,4,הרב עזרא שיינברג
Israel,2015,אירועי החדשות,5,דאעש
Israel,2015,אירועי ספורט,1,Wimbledon 2015
Israel,2015,אירועי ספורט,2,Eurobasket 2015
Israel,2015,אירועי ספורט,3,US Open 2015
Israel,2015,אירועי ספורט,4,גמר ליגת האלופות
Israel,2015,אירועי ספורט,5,Copa America 2015
Israel,2015,טלויזיה - סדרות ותוכניות,1,זגורי אימפריה
Israel,2015,טלויזיה - סדרות ותוכניות,2,פאודה
Israel,2015,טלויזיה - סדרות ותוכניות,3,כפולים
Israel,2015,טלויזיה - סדרות ותוכניות,4,המדרשה
Israel,2015,טלויזיה - סדרות ותוכניות,5,שכונה
Israel,2015,טלויזיה - ריאליטי,1,המירוץ למיליון
Israel,2015,טלויזיה - ריאליטי,2,אקס פקטור
Israel,2015,טלויזיה - ריאליטי,3,הישרדות
Israel,2015,טלויזיה - ריאליטי,4,בית ספר למוסיקה
Israel,2015,טלויזיה - ריאליטי,5,האח הגדול
Israel,2015,מפלגות,1,המחנה הציוני
Israel,2015,מפלגות,2,הבית היהודי
Israel,2015,מפלגות,3,יש עתיד
Israel,2015,מפלגות,4,הרשימה המשותפת
Israel,2015,מפלגות,5,עלה ירוק
Israel,2015,נפרדנו השנה,1,רמה מסינגר
Israel,2015,נפרדנו השנה,2,אורי אורבך
Israel,2015,נפרדנו השנה,3,מוטי קירשנבאום
Israel,2015,נפרדנו השנה,4,עמוס שוב
Israel,2015,נפרדנו השנה,5,יצחק נבון
Israel,2015,סלבס,1,סתיו סטרשקו
Israel,2015,סלבס,2,אמיר חצרוני
Israel,2015,סלבס,3,נטלי עטיה
Israel,2015,סלבס,4,ענת וקסמן
Israel,2015,סלבס,5,סטלה עמר
Israel,2015,סלולרי,1,iPhone 6s
Israel,2015,סלולרי,2,Galaxy S6
Israel,2015,סלולרי,3,OnePlus One
Israel,2015,סלולרי,4,Huawei P8
Israel,2015,סלולרי,5,Galaxy Note 5
Israel,2015,סרטים,1,מהיר ועצבני 7
Israel,2015,סרטים,2,50 גוונים של אפור
Israel,2015,סרטים,3,הקול בראש
Israel,2015,סרטים,4,צלף אמריקאי
Israel,2015,סרטים,5,להציל את מארק וואטני
Israel,2015,פוליטיקאים,1,ינון מגל
Israel,2015,פוליטיקאים,2,אורן חזן
Israel,2015,פוליטיקאים,3,איילת שקד
Israel,2015,פוליטיקאים,4,משה כחלון
Israel,2015,פוליטיקאים,5,סתיו שפיר
Israel,2015,שירים,1,דרך השלום
Israel,2015,שירים,2,גולדן בוי
Israel,2015,שירים,3,מתוק כשמרלי
Israel,2015,שירים,4,טרמינל 3
Israel,2015,שירים,5,מלכת השושנים
Italy,2015,Parole,1,Pino Daniele
Italy,2015,Parole,2,Grande Fratello
Italy,2015,Parole,3,Isola dei Famosi
Italy,2015,Parole,4,Parigi
Italy,2015,Parole,5,Sanremo 2015
Italy,2015,Personaggi,1,Pino Daniele
Italy,2015,Personaggi,2,Valentino Rossi
Italy,2015,Personaggi,3,Sergio Mattarella
Italy,2015,Personaggi,4,Laura Antonelli
Italy,2015,Personaggi,5,Maria Grazia Capulli
Italy,2015,Parole emergenti associate a 2015,1,Miss Italia 2015
Italy,2015,Parole emergenti associate a 2015,2,Amici 2015
Italy,2015,Parole emergenti associate a 2015,3,Oscar 2015
Italy,2015,Parole emergenti associate a 2015,4,Isola dei Famosi 2015
Italy,2015,Parole emergenti associate a 2015,5,Lotteria Italia 2015
Italy,2015,Mete di vacanza,1,Follonica
Italy,2015,Mete di vacanza,2,Capo Verde
Italy,2015,Mete di vacanza,3,Palinuro
Italy,2015,Mete di vacanza,4,Creta
Italy,2015,Mete di vacanza,5,Bordighera
Italy,2015,Biglietti,1,Expo
Italy,2015,Biglietti,2,Lotteria Italia 2015
Italy,2015,Biglietti,3,Finale Champions League
Italy,2015,Biglietti,4,Juventus - Real Madrid
Italy,2015,Biglietti,5,Inter - Milan
Italy,2015,Come fare,1,le olive in salamoia
Italy,2015,Come fare,2,fattura elettronica
Italy,2015,Come fare,3,il gorgonzola in casa
Italy,2015,Come fare,4,chiamate con whatsapp
Italy,2015,Come fare,5,il pesto alla genovese in casa
Italy,2015,Cosa significa,1,Gender
Italy,2015,Cosa significa,2,Transgender
Italy,2015,Cosa significa,3,Isis
Italy,2015,Cosa significa,4,Je suis Charlie
Italy,2015,Cosa significa,5,Codice tributo 3918
Italy,2015,Perché,1,Io leggo perché
Italy,2015,Perché,2,No expo
Italy,2015,Perché,3,21 colpi di cannone
Italy,2015,Perché,4,Si chiama patto del Nazareno
Italy,2015,Perché,5,Perché hai due papà
Italy,2015,Ricette,1,Marmellata di fichi
Italy,2015,Ricette,2,Sex on the beach
Italy,2015,Ricette,3,Marmellata di ciliegie
Italy,2015,Ricette,4,Sospiri
Italy,2015,Ricette,5,Angel food cake
Japan,2015,急上昇,1,イスラム国
Japan,2015,急上昇,2,台風
Japan,2015,急上昇,3,ラグビー
Japan,2015,急上昇,4,マイナンバー
Japan,2015,急上昇,5,後藤健二
Japan,2015,ニュース,1,イスラム国
Japan,2015,ニュース,2,台風
Japan,2015,ニュース,3,ラグビー
Japan,2015,ニュース,4,マイナンバー
Japan,2015,ニュース,5,windows10
Japan,2015,話題の人（総合）,1,後藤健二
Japan,2015,話題の人（総合）,2,川島なお美
Japan,2015,話題の人（総合）,3,北斗晶
Japan,2015,話題の人（総合）,4,広瀬すず
Japan,2015,話題の人（総合）,5,堀北真希
Japan,2015,話題の人（男性）,1,後藤健二
Japan,2015,話題の人（男性）,2,湯川遥菜
Japan,2015,話題の人（男性）,3,今井雅之
Japan,2015,話題の人（男性）,4,佐野研二郎
Japan,2015,話題の人（男性）,5,窪田正孝
Japan,2015,話題の人（女性）,1,川島なお美
Japan,2015,話題の人（女性）,2,北斗晶
Japan,2015,話題の人（女性）,3,広瀬すず
Japan,2015,話題の人（女性）,4,堀北真希
Japan,2015,話題の人（女性）,5,吹石一恵
Japan,2015,故人,1,後藤健二
Japan,2015,故人,2,川島なお美
Japan,2015,故人,3,湯川遥菜
Japan,2015,故人,4,今井雅之
Japan,2015,故人,5,萩原流行
Japan,2015,とは,1,国勢調査 とは
Japan,2015,とは,2,ドローン とは
Japan,2015,とは,3,マイナンバー とは
Japan,2015,とは,4,安保法案 とは
Japan,2015,とは,5,イスラム国 とは
Japan,2015,Japan,1,japan rugby
Japan,2015,Japan,2,japan expo 2015
Japan,2015,Japan,3,isis japan
Japan,2015,Japan,4,south africa vs japan
Japan,2015,Japan,5,japan flood
Japan,2015,Manga,1,one piece
Japan,2015,Manga,2,naruto
Japan,2015,Manga,3,attack on titan
Japan,2015,Manga,4,bleach
Japan,2015,Manga,5,dragon ball super
Japan,2015,Sushi,1,bacon sushi
Japan,2015,Sushi,2,breakfast sushi
Japan,2015,Sushi,3,east side sushi
Japan,2015,Sushi,4,fruit sushi
Japan,2015,Sushi,5,sushi fest
Kazakhstan,2015,Запрос года,1,Курс доллара к тенге
Kazakhstan,2015,Запрос года,2,50 оттенков серого
Kazakhstan,2015,Запрос года,3,Форсаж 7
Kazakhstan,2015,Запрос года,4,Батырхан Шукенов
Kazakhstan,2015,Запрос года,5,Курс рубля к тенге
Kazakhstan,2015,Персона года,1,Батырхан Шукенов
Kazakhstan,2015,Персона года,2,Алиби Жумагулов
Kazakhstan,2015,Персона года,3,Жанна Фриске
Kazakhstan,2015,Персона года,4,Айнур Исина
Kazakhstan,2015,Персона года,5,Рахат Алиев
Kazakhstan,2015,Покупка года,1,Авто
Kazakhstan,2015,Покупка года,2,Билет ктж
Kazakhstan,2015,Покупка года,3,Авиабилеты
Kazakhstan,2015,Покупка года,4,Бустер
Kazakhstan,2015,Покупка года,5,Однокомнатная квартира в Астане
Kazakhstan,2015,Сериал года,1,Игра престолов 5 сезон
Kazakhstan,2015,Сериал года,2,Кухня 5 сезон
Kazakhstan,2015,Сериал года,3,Реальные пацаны 8 сезон
Kazakhstan,2015,Сериал года,4,Молодежка 2 сезон
Kazakhstan,2015,Сериал года,5,Махаббатым Журегимде 2
Kazakhstan,2015,Фильм года,1,50 оттенков серого
Kazakhstan,2015,Фильм года,2,Форсаж 7
Kazakhstan,2015,Фильм года,3,Рэкетир 2
Kazakhstan,2015,Фильм года,4,Келинка Сабина
Kazakhstan,2015,Фильм года,5,Седьмой сын
Kenya,2015,Trending 'How to' Food and Nutrition searches,1,How to make simple cake
Kenya,2015,Trending 'How to' Food and Nutrition searches,2,How to cook fish fillet
Kenya,2015,Trending 'How to' Food and Nutrition searches,3,How to make meat pie
Kenya,2015,Trending 'How to' Food and Nutrition searches,4,How to make pudding
Kenya,2015,Trending 'How to' Food and Nutrition searches,5,How to make bhajia
Kenya,2015,Trending 'How to' Love and Relationships searches,1,How to date a girl
Kenya,2015,Trending 'How to' Love and Relationships searches,2,How to use a condom
Kenya,2015,Trending 'How to' Love and Relationships searches,3,How to get a girlfriend
Kenya,2015,Trending 'How to' Love and Relationships searches,4,How to increase fertility
Kenya,2015,Trending 'How to' Love and Relationships searches,5,How to start a conversation with a girl
Kenya,2015,Trending 'How to' Reproductive health searches,1,How to use a condom
Kenya,2015,Trending 'How to' Reproductive health searches,2,How to increase fertility
Kenya,2015,Trending 'How to' Reproductive health searches,3,How to conceive a baby boy
Kenya,2015,Trending 'How to' Reproductive health searches,4,How to take care of pregnancy
Kenya,2015,Trending 'How to' Reproductive health searches,5,How to conceive a baby girl
Kenya,2015,Trending 'What is' Diseases,1,What is Ebola
Kenya,2015,Trending 'What is' Diseases,2,What is HIV/AIDs
Kenya,2015,Trending 'What is' Diseases,3,What is pneumonia
Kenya,2015,Trending 'What is' Diseases,4,What is cramps
Kenya,2015,Trending 'What is' Diseases,5,What is clamydia infection
Kenya,2015,Trending Global Personalities,1,Barack Obama
Kenya,2015,Trending Global Personalities,2,Pedro Rodriguez
Kenya,2015,Trending Global Personalities,3,Pope Francis
Kenya,2015,Trending Global Personalities,4,Lamar Odom
Kenya,2015,Trending Global Personalities,5,Floyd Mayweather
Kenya,2015,Trending Kenyan personalities,1,Fidel Odinga
Kenya,2015,Trending Kenyan personalities,2,Gloria Muliro
Kenya,2015,Trending Kenyan personalities,3,Paul Kobia
Kenya,2015,Trending Kenyan personalities,4,George Muchai
Kenya,2015,Trending Kenyan personalities,5,Nana Gichuru
Kenya,2015,Trending Movies,1,Fifty Shades of Grey
Kenya,2015,Trending Movies,2,Straight Outta Compton
Kenya,2015,Trending Movies,3,Furious 7
Kenya,2015,Trending Movies,4,Spectre
Kenya,2015,Trending Movies,5,The Interview
Kenya,2015,Trending Music,1,Hello
Kenya,2015,Trending Music,2,Amarula
Kenya,2015,Trending Music,3,Nerea
Kenya,2015,Trending Music,4,Classic man
Kenya,2015,Trending Music,5,Hotline Bling
Kenya,2015,Trending People we lost in 2015,1,Fidel Odinga
Kenya,2015,Trending People we lost in 2015,2,Muna Obiekwe
Kenya,2015,Trending People we lost in 2015,3,Bobbi Kristina
Kenya,2015,Trending People we lost in 2015,4,George Muchai
Kenya,2015,Trending People we lost in 2015,5,Nana Gichuru
Kenya,2015,Trending TV Series,1,La Gata
Kenya,2015,Trending TV Series,2,Empire
Kenya,2015,Trending TV Series,3,La Malquerida
Kenya,2015,Trending TV Series,4,Quantico
Kenya,2015,Trending TV Series,5,Mentir Para Vivir
Malaysia,2015,Searches (Carian),1,HRMIS 2
Malaysia,2015,Searches (Carian),2,BR1M 2015
Malaysia,2015,Searches (Carian),3,How-Old.net
Malaysia,2015,Searches (Carian),4,Maharaja Lawak Mega
Malaysia,2015,Searches (Carian),5,Fast & Furious 7
Malaysia,2015,People (Orang),1,Lee Kuan Yew
Malaysia,2015,People (Orang),2,Paul Walker
Malaysia,2015,People (Orang),3,Najib Razak
Malaysia,2015,People (Orang),4,Mia Ahmad
Malaysia,2015,People (Orang),5,Kevin Morais
Malaysia,2015,Financial Terms (Sudut Kewangan),1,1 USD to MYR
Malaysia,2015,Financial Terms (Sudut Kewangan),2,1 SGD to MYR
Malaysia,2015,Financial Terms (Sudut Kewangan),3,Currency Converter
Malaysia,2015,Financial Terms (Sudut Kewangan),4,EURO to MYR
Malaysia,2015,Financial Terms (Sudut Kewangan),5,Belanjawan 2016
Malaysia,2015,Car Models (Model Kereta),1,Honda HRV
Malaysia,2015,Car Models (Model Kereta),2,Lykan Hypersport
Malaysia,2015,Car Models (Model Kereta),3,Perodua Axia
Malaysia,2015,Car Models (Model Kereta),4,Honda Civic
Malaysia,2015,Car Models (Model Kereta),5,Proton Iriz
Malaysia,2015,Mobile Devices (Peranti Mudah Alih),1,iPhone 6s
Malaysia,2015,Mobile Devices (Peranti Mudah Alih),2,Samsung Galaxy S6
Malaysia,2015,Mobile Devices (Peranti Mudah Alih),3,Samsung Note 5
Malaysia,2015,Mobile Devices (Peranti Mudah Alih),4,Asus Zenfone 2
Malaysia,2015,Mobile Devices (Peranti Mudah Alih),5,Asus Zenfone 5
Malaysia,2015,Games (Permainan),1,Agar.io
Malaysia,2015,Games (Permainan),2,COC (Clash of Clans)
Malaysia,2015,Games (Permainan),3,Fallout 4
Malaysia,2015,Games (Permainan),4,Pokemon Go
Malaysia,2015,Games (Permainan),5,FIFA 16
Malaysia,2015,Movies (Filem),1,Fast & Furious 7
Malaysia,2015,Movies (Filem),2,Jurassic World
Malaysia,2015,Movies (Filem),3,Polis Evo
Malaysia,2015,Movies (Filem),4,Fifty Shades of Grey
Malaysia,2015,Movies (Filem),5,Avengers Age of Ultron
Malaysia,2015,Sports Competitions (Pertandingan Sukan),1,Sea Games 2015
Malaysia,2015,Sports Competitions (Pertandingan Sukan),2,Wimbeldon 2015
Malaysia,2015,Sports Competitions (Pertandingan Sukan),3,ICC World Cup 2015
Malaysia,2015,Sports Competitions (Pertandingan Sukan),4,Rugby World Cup
Malaysia,2015,Sports Competitions (Pertandingan Sukan),5,Australian Open 2015
Malaysia,2015,News Searches (Carian Berita),1,QZ8501
Malaysia,2015,News Searches (Carian Berita),2,Paris Attacks
Malaysia,2015,News Searches (Carian Berita),3,ISIS
Malaysia,2015,News Searches (Carian Berita),4,Bajet 2016
Malaysia,2015,News Searches (Carian Berita),5,MH370
Mexico,2015,Búsquedas,1,Huracán Patricia
Mexico,2015,Búsquedas,2,Joan Sebastian
Mexico,2015,Búsquedas,3,50 sombras de Grey
Mexico,2015,Búsquedas,4,Lorena Rojas
Mexico,2015,Búsquedas,5,Chapo Guzmán
Mexico,2015,Canciones,1,El Taxi - Osmani García ft. Pitbull y Sensato
Mexico,2015,Canciones,2,Ginza - J. Balvin
Mexico,2015,Canciones,3,See You Again - Wiz Khalifa ft. Charlie Puth
Mexico,2015,Canciones,4,Lean On - Major Lazer & DJ Snake
Mexico,2015,Canciones,5,Contigo - Calibre 50
Mexico,2015,Deportes,1,Copa Oro 2015
Mexico,2015,Deportes,2,Copa América 2015
Mexico,2015,Deportes,3,Ronda Rousey
Mexico,2015,Deportes,4,Manny Pacquiao
Mexico,2015,Deportes,5,Alex Morgan
Mexico,2015,Memes,1,Memes del Chapo
Mexico,2015,Memes,2,Memes de la pelea del siglo
Mexico,2015,Memes,3,Memes del Piojo
Mexico,2015,Memes,4,Memes de la rana
Mexico,2015,Memes,5,Memes del Huracán Patricia
Mexico,2015,Músicos y bandas,1,Joan Sebastian
Mexico,2015,Músicos y bandas,2,Larry Hernández
Mexico,2015,Músicos y bandas,3,CD9
Mexico,2015,Músicos y bandas,4,Paty Navidad
Mexico,2015,Músicos y bandas,5,Sia
Mexico,2015,Noticias,1,Huracán Patricia
Mexico,2015,Noticias,2,Atentados en París
Mexico,2015,Noticias,3,Elecciones 2015
Mexico,2015,Noticias,4,Chikungunya
Mexico,2015,Noticias,5,Siria
Mexico,2015,Películas,1,50 sombras de Grey
Mexico,2015,Películas,2,Jurassic World
Mexico,2015,Películas,3,Rápido y furioso 7
Mexico,2015,Películas,4,Intensamente
Mexico,2015,Películas,5,Dragon Ball Z: La resurrección de Freezer
Mexico,2015,Personas de interés,1,Joan Sebastian
Mexico,2015,Personas de interés,2,Lorena Rojas
Mexico,2015,Personas de interés,3,Chapo Guzmán
Mexico,2015,Personas de interés,4,Carmen Aristegui
Mexico,2015,Personas de interés,5,David Zepeda
Mexico,2015,Programas de Televisión,1,Big Brother
Mexico,2015,Programas de Televisión,2,Dragon Ball Súper
Mexico,2015,Programas de Televisión,3,Acapulco Shore
Mexico,2015,Programas de Televisión,4,Steven Universe
Mexico,2015,Programas de Televisión,5,Scream Queens
Mexico,2015,Tecnología,1,iPhone 6s
Mexico,2015,Tecnología,2,Windows 10
Mexico,2015,Tecnología,3,Dubsmash
Mexico,2015,Tecnología,4,Uber
Mexico,2015,Tecnología,5,Izzi
Mexico,2015,¿Cómo?,1,Cómo cambiar la contraseña de mi módem
Mexico,2015,¿Cómo?,2,Cómo se escapó el Chapo Guzmán
Mexico,2015,¿Cómo?,3,Cómo cuidan los tlacuaches a sus crías
Mexico,2015,¿Cómo?,4,Cómo está el tiempo
Mexico,2015,¿Cómo?,5,Cómo pasar saldo de Telcel a Telcel
Mexico,2015,¿Qué?,1,Qué es un ensayo
Mexico,2015,¿Qué?,2,Qué significa LOL
Mexico,2015,¿Qué?,3,Qué es ciencia
Mexico,2015,¿Qué?,4,Qué es bullying
Mexico,2015,¿Qué?,5,Qué significa YOLO
Netherlands,2015,Trending festivals en events,1,Koningsdag
Netherlands,2015,Trending festivals en events,2,Sail Amsterdam
Netherlands,2015,Trending festivals en events,3,Carnaval
Netherlands,2015,Trending festivals en events,4,Pinkpop
Netherlands,2015,Trending festivals en events,5,Toppers
Netherlands,2015,Trending persoonlijkheden nationaal,1,Joost Zwagerman
Netherlands,2015,Trending persoonlijkheden nationaal,2,Trijntje Oosterhuis
Netherlands,2015,Trending persoonlijkheden nationaal,3,Max Verstappen
Netherlands,2015,Trending persoonlijkheden nationaal,4,Yfke Sturm
Netherlands,2015,Trending persoonlijkheden nationaal,5,Enzo Knol
Netherlands,2015,Trending zoekopdrachten,1,agar.io
Netherlands,2015,Trending zoekopdrachten,2,Boer zoekt Vrouw
Netherlands,2015,Trending zoekopdrachten,3,Joost Zwagerman
Netherlands,2015,Trending zoekopdrachten,4,mijn belastingdienst
Netherlands,2015,Trending zoekopdrachten,5,Charlie Hebdo
Netherlands,2015,Trending zoekopdrachten crisis en conflicten,1,je suis charlie
Netherlands,2015,Trending zoekopdrachten crisis en conflicten,2,aanslag Parijs
Netherlands,2015,Trending zoekopdrachten crisis en conflicten,3,Andreas Lubitz
Netherlands,2015,Trending zoekopdrachten crisis en conflicten,4,Tarik Zahzah
Netherlands,2015,Trending zoekopdrachten crisis en conflicten,5,ISIS
Netherlands,2015,Trending zoekopdrachten ‘hoe werkt’,1,hoe werkt de nieuwe snapchat
Netherlands,2015,Trending zoekopdrachten ‘hoe werkt’,2,hoe werkt chromecast
Netherlands,2015,Trending zoekopdrachten ‘hoe werkt’,3,hoe werkt windows 10
Netherlands,2015,Trending zoekopdrachten ‘hoe werkt’,4,hoe werkt twitter hashtag
Netherlands,2015,Trending zoekopdrachten ‘hoe werkt’,5,hoe werkt een selfie stick
Netherlands,2015,Trending zoekopdrachten ‘wat is’,1,wat is een kapitaalverzekering
Netherlands,2015,Trending zoekopdrachten ‘wat is’,2,wat is glamping
Netherlands,2015,Trending zoekopdrachten ‘wat is’,3,wat is bewerkt vlees
Netherlands,2015,Trending zoekopdrachten ‘wat is’,4,wat is een vlogger
Netherlands,2015,Trending zoekopdrachten ‘wat is’,5,wat is mijn dak waard
New Zealand,2015,Searches,1,Agario
New Zealand,2015,Searches,2,Cricket World Cup
New Zealand,2015,Searches,3,Cyclone Pam
New Zealand,2015,Searches,4,Natalia Kills
New Zealand,2015,Searches,5,Jonah Lomu
New Zealand,2015,Digital / Internet Lingo,1,Agario
New Zealand,2015,Digital / Internet Lingo,2,Kahoot
New Zealand,2015,Digital / Internet Lingo,3,How Old Net
New Zealand,2015,Digital / Internet Lingo,4,A Long Time Ago In A Galaxy Far Far Away
New Zealand,2015,Digital / Internet Lingo,5,Akinator
New Zealand,2015,Global People,1,Natalia Kills
New Zealand,2015,Global People,2,Lamar Odom
